,Prix (€),Marque,Taille,Etat,Matière,Localisation,Option de paiement,Vues,Date d'ajout
1329,"5,00",Jules,W30 | FR 40,Très bon état,,"Harnes, France",Carte bancaire,16,"12/29/2023, 8:41:06 AM"
1330,"5,00",Bizzbee,W29 | FR 38,Neuf sans étiquette,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:19:11 PM"
1331,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:08:58 PM"
1332,"6,00",Diesel,W32 | FR 42,Très bon état,,"Mantes-la-Ville, France",Carte bancaire,20,"12/29/2023, 6:45:32 PM"
1333,"7,00",Zara,W32 | FR 42,Neuf avec étiquette,,"Mulhouse, France",Carte bancaire,35,"12/29/2023, 6:48:16 PM"
1334,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,18,"12/29/2023, 3:47:13 PM"
1335,"6,00",Nike,M,Bon état,,"Saint-Jean-de-Védas, France",Carte bancaire,27,"12/29/2023, 7:22:10 PM"
1336,"5,00",Leeyo Jeans,W28 | FR 38,Très bon état,,"Buigny-Saint-Maclou, France",Carte bancaire,9,"12/29/2023, 12:51:07 PM"
1337,"5,00",C&A,W34 | FR 44,Très bon état,Coton,"Baume-les-Dames, France",Carte bancaire,8,"12/27/2023, 11:51:26 AM"
1338,"5,00",Celio,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,14,"12/28/2023, 1:33:00 PM"
1339,"5,00",Pull & Bear,W30 | FR 40,Très bon état,,"Paris, France",Carte bancaire,35,"12/29/2023, 3:32:51 PM"
1340,"5,00",Jack & Jones,W30 | FR 40,Très bon état,Coton,"Nantua, France",Carte bancaire,36,"12/29/2023, 8:53:50 AM"
1341,"5,00",Zara,W30 | FR 40,Très bon état,,France,Carte bancaire,140,"12/28/2023, 3:25:04 PM"
1342,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,2,"12/29/2023, 9:01:47 PM"
1343,"5,00",Bonobo,W28 | FR 38,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:06:12 PM"
1344,"9,00",The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,"Esternay, France",Carte bancaire,2,"12/29/2023, 1:53:56 PM"
1345,"5,00",Bonobo,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:24:32 PM"
1346,"5,00",Brave Soul,W28 | FR 38,Très bon état,,France,Carte bancaire,16,"12/25/2023, 5:51:23 PM"
1347,"5,00",Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes","Broye-Aubigney-Montseugny, France",Carte bancaire,20,"12/27/2023, 9:47:41 AM"
1348,"5,00",ICON,W23 | FR 32,Très bon état,,"Quimper, France",Carte bancaire,74,"12/28/2023, 4:13:03 PM"
1349,"7,00",Levi's,W30 | FR 40,Très bon état,,"Neuville-de-Poitou, France",Carte bancaire,29,"12/29/2023, 2:14:08 PM"
1350,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 9:08:26 PM"
1351,"6,00",Pionier,W36 | FR 46,Très bon état,,"Saint-Loubès, France",Carte bancaire,55,"12/29/2023, 3:50:17 PM"
1352,"5,00",Celio,W38 | FR 48,Très bon état,,"Thoiry, France",Carte bancaire,69,"12/25/2023, 10:46:04 AM"
1353,"5,00",Dsquared2,W23 | FR 32,Neuf sans étiquette,,"Orange, France",Carte bancaire,33,"12/29/2023, 6:33:05 PM"
1354,"5,00",districenter,M,Très bon état,,"Saint-Jean-de-Maurienne, France",Carte bancaire,8,"12/28/2023, 5:26:51 PM"
1355,"8,00",Levi's,W31 | FR 40,Bon état,Coton,"Marseillan, France",Carte bancaire,33,"12/29/2023, 11:18:14 AM"
1356,"5,00",Jules,W26 | FR 36,Neuf sans étiquette,,France,Carte bancaire,5,"12/28/2023, 1:31:10 PM"
1357,"5,00",Teddy Smith,S,Bon état,,"Olivet, France",Carte bancaire,6,"12/27/2023, 8:55:42 PM"
1358,"5,00",Springfield,W32 | FR 42,Bon état,,"Sennely, France",Carte bancaire,0,"12/29/2023, 9:08:32 PM"
1359,"5,00",Bonobo,W26 | FR 36,Neuf sans étiquette,,"Saint-Laurs, France",Carte bancaire,8,"12/28/2023, 10:16:46 AM"
1360,"5,00",ICON,W26 | FR 36,Très bon état,,"Socourt, France",Carte bancaire,26,"12/28/2023, 10:08:36 AM"
1361,"10,00",Lewis,W29 | FR 38,Très bon état,,France,Carte bancaire,7,"12/29/2023, 1:29:33 PM"
1362,"6,00",Jack & Jones,W31 | FR 40,Bon état,Coton,"Le Thor, France",Carte bancaire,17,"12/26/2023, 3:22:33 PM"
1363,"12,00",G-Star,W33 | FR 42,Très bon état,,"Perpignan, France",Carte bancaire,77,"12/29/2023, 11:19:32 AM"
1364,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:03:01 PM"
1365,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,2,"12/29/2023, 4:56:53 PM"
1366,"5,00",H&M,W32 | FR 42,Très bon état,Coton,"Pressins, France",Carte bancaire,11,"12/29/2023, 10:38:06 AM"
1367,"5,00",Jo Cassidy,5XL,Neuf avec étiquette,Coton,"Armbouts-Cappel, France",Carte bancaire,12,"12/27/2023, 3:33:14 PM"
1368,"5,00",Teddy Smith,W32 | FR 42,Très bon état,,"Nice, France",Carte bancaire,20,"12/29/2023, 3:54:30 PM"
1369,"5,00",John H,M,Neuf sans étiquette,,"Grandpuits-Bailly-Carrois, France",Carte bancaire,24,"12/28/2023, 11:00:47 AM"
1370,"9,00",Bonobo,W26 | FR 36,Très bon état,,"La Flèche, France",Carte bancaire,1,"12/29/2023, 6:47:24 PM"
1371,"6,00",Devred,W33 | FR 42,Très bon état,,"Bussières, France",Carte bancaire,14,"12/28/2023, 10:50:59 AM"
1372,"5,00",TERANCE KOLE,W36 | FR 46,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,6,"12/28/2023, 1:50:29 PM"
1373,"5,00",Le Temps des Cerises,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:12:12 PM"
1374,"6,00",L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,"Saint-André-de-Cubzac, France",Carte bancaire,4,"12/29/2023, 5:32:28 PM"
1375,"5,00",Jeanne Arthes,,Neuf avec étiquette,,"Créhange, France",Carte bancaire,4,"12/29/2023, 4:43:08 PM"
1376,"5,00",GovdenimM5888,W34 | FR 44,Très bon état,Coton,"Segonzac, France",Carte bancaire,28,"12/27/2023, 4:55:37 PM"
1377,"8,00",Pull & Bear,W34 | FR 44,Neuf sans étiquette,,France,Carte bancaire,7,"12/29/2023, 5:16:05 PM"
1378,"7,00",Chevignon,W30 | FR 40,Très bon état,,France,Carte bancaire,20,"12/28/2023, 11:05:52 AM"
1379,"5,00",John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne","Villejuif, France",Carte bancaire,1,"12/29/2023, 11:46:27 AM"
1380,"5,00",Antony Morato,W27 | FR 36,Très bon état,,"Châtenay-Malabry, France",Carte bancaire,5,"12/29/2023, 1:18:52 AM"
1381,"5,00",Bonobo,W30 | FR 40,Très bon état,Coton,"Saint-Mihiel, France",Carte bancaire,21,"12/27/2023, 6:34:12 PM"
1382,"5,00",,W34 | FR 44,Très bon état,,France,Carte bancaire,9,"12/28/2023, 6:36:36 PM"
1383,"5,00",Denim Co,W28 | FR 38,Neuf sans étiquette,,"Bretteville-sur-Odon, France",Carte bancaire,3,"12/28/2023, 8:26:30 PM"
1384,"9,00",Zara,W32 | FR 42,Très bon état,,"Saint-Georges-les-Bains, France",Carte bancaire,85,"12/29/2023, 11:07:47 AM"
1385,"5,95",Beau Temps Belle Mer,XL,Bon état,,"Nancy, France",Carte bancaire,9,"12/29/2023, 5:46:26 PM"
1386,"6,00",Gémo,W32 | FR 42,Neuf sans étiquette,,France,Carte bancaire,3,"12/29/2023, 5:28:34 PM"
1387,"6,00",Pull & Bear,W30 | FR 40,Très bon état,,France,Carte bancaire,21,"12/29/2023, 1:05:40 PM"
1388,"12,00",Devred,W31 | FR 40,Très bon état,,"Seiches-sur-le-Loir, France",Carte bancaire,1,"12/29/2023, 9:20:08 PM"
1389,"5,00",Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,"Fougueyrolles, France",Carte bancaire,2,"12/29/2023, 11:09:58 AM"
1390,"5,00",Kaporal,W32 | FR 42,Bon état,,"Jougne, France",Carte bancaire,9,"12/29/2023, 5:30:38 PM"
1391,"10,00",Tommy Jeans,L,Bon état,,"Rodilhan, France",Carte bancaire,29,"12/29/2023, 12:22:40 PM"
1392,"5,00",Pepe Jeans,M,Bon état,,"Saint-Romain-au-Mont-d’Or, France",Carte bancaire,41,"12/29/2023, 12:56:37 PM"
1393,"10,00",Levi's,W32 | FR 42,Bon état,Coton,"Sète, France",Carte bancaire,49,"12/29/2023, 2:24:14 PM"
1394,"5,00",Livergy,W32 | FR 42,Très bon état,,"Bégadan, France",Carte bancaire,8,"12/29/2023, 1:21:40 PM"
1395,"8,00",Zara,W34 | FR 44,Neuf sans étiquette,,"Rety, France",Carte bancaire,35,"12/27/2023, 5:48:17 PM"
1396,"5,00",Ross Carra,W26 | FR 36,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,4,"12/28/2023, 1:46:54 PM"
1397,"5,00",H&M,W23 | FR 32,Très bon état,,"Paris, France",Carte bancaire,12,"12/27/2023, 12:27:55 PM"
1398,"9,00",AARHON,W30 | FR 40,Neuf sans étiquette,,"Esternay, France",Carte bancaire,5,"12/29/2023, 1:50:51 PM"
1399,"5,00",Cargo,W32 | FR 42,Très bon état,,France,Carte bancaire,13,"12/27/2023, 9:08:49 PM"
1400,"5,00",SMOG,W36 | FR 46,Bon état,,"Le Mans, France",Carte bancaire,6,"12/28/2023, 8:43:05 PM"
1401,"5,00",Celio,W33 | FR 42,Très bon état,,"Sorgues, France",Carte bancaire,15,"12/26/2023, 4:57:37 PM"
1402,"5,00",Armand Thiery,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,6,"12/27/2023, 10:58:10 AM"
1403,"7,00",Siksilk,M,Très bon état,,France,Carte bancaire,13,"12/28/2023, 12:08:23 PM"
1404,"8,00",Zara,W32 | FR 42,Très bon état,,France,Carte bancaire,9,"12/29/2023, 7:53:19 PM"
1405,"5,00",Jules,W26 | FR 36,Très bon état,Coton,"Saint-Aubin-lès-Elbeuf, France",Carte bancaire,1,"12/29/2023, 3:37:47 PM"
1406,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,1,"12/29/2023, 4:51:19 PM"
1407,"5,00",Brave Soul,W30 | FR 40,Neuf avec étiquette,,"Châteauneuf-les-Martigues, France",Carte bancaire,14,"12/29/2023, 11:31:01 AM"
1408,"5,00",G-Star,W25 | FR 34,Bon état,,"Naintré, France",Carte bancaire,16,"12/29/2023, 4:42:45 PM"
1409,"5,00",Kaporal,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,1,"12/29/2023, 5:50:17 PM"
1410,"5,00",,W23 | FR 32,Très bon état,,France,Carte bancaire,1,"12/29/2023, 8:33:55 PM"
1411,"5,00",Pull & Bear,W26 | FR 36,Très bon état,,"Cabriès, France",Carte bancaire,204,"12/28/2023, 6:55:30 PM"
1412,"5,00",Bershka,M,Très bon état,,"Ozoir-la-Ferrière, France",Carte bancaire,23,"12/29/2023, 1:56:57 PM"
1413,"5,00",Lee,W32 | FR 42,Très bon état,Coton,"Aveizieux, France",Carte bancaire,48,"12/29/2023, 11:58:58 AM"
1414,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,8,"12/29/2023, 2:59:48 PM"
1415,"5,00",Celio,W36 | FR 46,Très bon état,,France,Carte bancaire,15,"12/29/2023, 10:27:02 AM"
1416,"6,00",,W34 | FR 44,Très bon état,,"Lamonzie-Saint-Martin, France",Carte bancaire,23,"12/28/2023, 5:49:40 PM"
1417,"5,00",Levi's,W29 | FR 38,Bon état,,"Surtainville, France",Carte bancaire,25,"12/29/2023, 2:52:14 PM"
1418,"5,00",Bonobo,W30 | FR 40,Neuf sans étiquette,,"Saint-Laure, France",Carte bancaire,18,"12/29/2023, 11:53:09 AM"
1419,"7,00",Zara,W32 | FR 42,Neuf avec étiquette,,"Mulhouse, France",Carte bancaire,38,"12/29/2023, 6:48:16 PM"
1420,"6,00",Pepe Jeans,W31 | FR 40,Très bon état,,France,Carte bancaire,59,"12/27/2023, 4:47:12 PM"
1421,"5,00",Jules,W30 | FR 40,Très bon état,,"Harnes, France",Carte bancaire,16,"12/29/2023, 8:41:06 AM"
1422,"5,00",Bizzbee,W29 | FR 38,Neuf sans étiquette,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:19:11 PM"
1423,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:08:58 PM"
1424,"6,00",Diesel,W32 | FR 42,Très bon état,,"Mantes-la-Ville, France",Carte bancaire,20,"12/29/2023, 6:45:32 PM"
1425,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,18,"12/29/2023, 3:47:13 PM"
1426,"6,00",Nike,M,Bon état,,"Saint-Jean-de-Védas, France",Carte bancaire,28,"12/29/2023, 7:22:10 PM"
1427,"5,00",Leeyo Jeans,W28 | FR 38,Très bon état,,"Buigny-Saint-Maclou, France",Carte bancaire,9,"12/29/2023, 12:51:07 PM"
1428,"5,00",C&A,W34 | FR 44,Très bon état,Coton,"Baume-les-Dames, France",Carte bancaire,8,"12/27/2023, 11:51:26 AM"
1429,"5,00",Celio,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,14,"12/28/2023, 1:33:00 PM"
1430,"5,00",Pull & Bear,W30 | FR 40,Très bon état,,"Paris, France",Carte bancaire,35,"12/29/2023, 3:32:51 PM"
1431,"5,00",Zara,W30 | FR 40,Très bon état,,France,Carte bancaire,141,"12/28/2023, 3:25:04 PM"
1432,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,2,"12/29/2023, 9:01:47 PM"
1433,"5,00",Bonobo,W28 | FR 38,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:06:12 PM"
1434,"9,00",The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,"Esternay, France",Carte bancaire,2,"12/29/2023, 1:53:56 PM"
1435,"5,00",Bonobo,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:24:32 PM"
1436,"5,00",Brave Soul,W28 | FR 38,Très bon état,,France,Carte bancaire,16,"12/25/2023, 5:51:23 PM"
1437,"5,00",Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes","Broye-Aubigney-Montseugny, France",Carte bancaire,20,"12/27/2023, 9:47:41 AM"
1438,"5,00",ICON,W23 | FR 32,Très bon état,,"Quimper, France",Carte bancaire,75,"12/28/2023, 4:13:03 PM"
1439,"7,00",Levi's,W30 | FR 40,Très bon état,,"Neuville-de-Poitou, France",Carte bancaire,30,"12/29/2023, 2:14:08 PM"
1440,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 9:08:26 PM"
1441,"6,00",Pionier,W36 | FR 46,Très bon état,,"Saint-Loubès, France",Carte bancaire,56,"12/29/2023, 3:50:17 PM"
1442,"5,00",Celio,W38 | FR 48,Très bon état,,"Thoiry, France",Carte bancaire,69,"12/25/2023, 10:46:04 AM"
1443,"5,00",Jack & Jones,W30 | FR 40,Très bon état,Coton,"Nantua, France",Carte bancaire,36,"12/29/2023, 8:53:50 AM"
1444,"5,00",Dsquared2,W23 | FR 32,Neuf sans étiquette,,"Orange, France",Carte bancaire,33,"12/29/2023, 6:33:05 PM"
1445,"5,00",districenter,M,Très bon état,,"Saint-Jean-de-Maurienne, France",Carte bancaire,8,"12/28/2023, 5:26:51 PM"
1446,"8,00",Levi's,W31 | FR 40,Bon état,Coton,"Marseillan, France",Carte bancaire,33,"12/29/2023, 11:18:14 AM"
1447,"5,00",Jules,W26 | FR 36,Neuf sans étiquette,,France,Carte bancaire,5,"12/28/2023, 1:31:10 PM"
1448,"5,00",Teddy Smith,S,Bon état,,"Olivet, France",Carte bancaire,6,"12/27/2023, 8:55:42 PM"
1449,"5,00",Springfield,W32 | FR 42,Bon état,,"Sennely, France",Carte bancaire,0,"12/29/2023, 9:08:32 PM"
1450,"5,00",Bonobo,W26 | FR 36,Neuf sans étiquette,,"Saint-Laurs, France",Carte bancaire,8,"12/28/2023, 10:16:46 AM"
1451,"5,00",ICON,W26 | FR 36,Très bon état,,"Socourt, France",Carte bancaire,26,"12/28/2023, 10:08:36 AM"
1452,"10,00",Lewis,W29 | FR 38,Très bon état,,France,Carte bancaire,7,"12/29/2023, 1:29:33 PM"
1453,"6,00",Jack & Jones,W31 | FR 40,Bon état,Coton,"Le Thor, France",Carte bancaire,17,"12/26/2023, 3:22:33 PM"
1454,"12,00",G-Star,W33 | FR 42,Très bon état,,"Perpignan, France",Carte bancaire,78,"12/29/2023, 11:19:32 AM"
1455,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:03:01 PM"
1456,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,2,"12/29/2023, 4:56:53 PM"
1457,"8,00",Pull & Bear,W34 | FR 44,Neuf sans étiquette,,France,Carte bancaire,7,"12/29/2023, 5:16:05 PM"
1458,"5,00",H&M,W32 | FR 42,Très bon état,Coton,"Pressins, France",Carte bancaire,11,"12/29/2023, 10:38:06 AM"
1459,"5,00",Jo Cassidy,5XL,Neuf avec étiquette,Coton,"Armbouts-Cappel, France",Carte bancaire,12,"12/27/2023, 3:33:14 PM"
1460,"5,00",Teddy Smith,W32 | FR 42,Très bon état,,"Nice, France",Carte bancaire,20,"12/29/2023, 3:54:30 PM"
1461,"5,00",John H,M,Neuf sans étiquette,,"Grandpuits-Bailly-Carrois, France",Carte bancaire,24,"12/28/2023, 11:00:47 AM"
1462,"9,00",Bonobo,W26 | FR 36,Très bon état,,"La Flèche, France",Carte bancaire,1,"12/29/2023, 6:47:24 PM"
1463,"6,00",Devred,W33 | FR 42,Très bon état,,"Bussières, France",Carte bancaire,14,"12/28/2023, 10:50:59 AM"
1464,"5,00",TERANCE KOLE,W36 | FR 46,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,6,"12/28/2023, 1:50:29 PM"
1465,"5,00",Le Temps des Cerises,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:12:12 PM"
1466,"6,00",L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,"Saint-André-de-Cubzac, France",Carte bancaire,4,"12/29/2023, 5:32:28 PM"
1467,"5,00",Jeanne Arthes,,Neuf avec étiquette,,"Créhange, France",Carte bancaire,4,"12/29/2023, 4:43:08 PM"
1468,"5,00",GovdenimM5888,W34 | FR 44,Très bon état,Coton,"Segonzac, France",Carte bancaire,28,"12/27/2023, 4:55:37 PM"
1469,"7,00",Chevignon,W30 | FR 40,Très bon état,,France,Carte bancaire,20,"12/28/2023, 11:05:52 AM"
1470,"5,00",John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne","Villejuif, France",Carte bancaire,1,"12/29/2023, 11:46:27 AM"
1471,"5,00",Bonobo,W30 | FR 40,Très bon état,Coton,"Saint-Mihiel, France",Carte bancaire,21,"12/27/2023, 6:34:12 PM"
1472,"5,00",Antony Morato,W27 | FR 36,Très bon état,,"Châtenay-Malabry, France",Carte bancaire,5,"12/29/2023, 1:18:52 AM"
1473,"5,00",,W34 | FR 44,Très bon état,,France,Carte bancaire,9,"12/28/2023, 6:36:36 PM"
1474,"5,00",Denim Co,W28 | FR 38,Neuf sans étiquette,,"Bretteville-sur-Odon, France",Carte bancaire,3,"12/28/2023, 8:26:30 PM"
1475,"9,00",Zara,W32 | FR 42,Très bon état,,"Saint-Georges-les-Bains, France",Carte bancaire,85,"12/29/2023, 11:07:47 AM"
1476,"5,95",Beau Temps Belle Mer,XL,Bon état,,"Nancy, France",Carte bancaire,10,"12/29/2023, 5:46:26 PM"
1477,"6,00",Gémo,W32 | FR 42,Neuf sans étiquette,,France,Carte bancaire,3,"12/29/2023, 5:28:34 PM"
1478,"6,00",Pull & Bear,W30 | FR 40,Très bon état,,France,Carte bancaire,21,"12/29/2023, 1:05:40 PM"
1479,"12,00",Devred,W31 | FR 40,Très bon état,,"Seiches-sur-le-Loir, France",Carte bancaire,2,"12/29/2023, 9:20:08 PM"
1480,"5,00",Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,"Fougueyrolles, France",Carte bancaire,2,"12/29/2023, 11:09:58 AM"
1481,"5,00",Kaporal,W32 | FR 42,Bon état,,"Jougne, France",Carte bancaire,9,"12/29/2023, 5:30:38 PM"
1482,"10,00",Tommy Jeans,L,Bon état,,"Rodilhan, France",Carte bancaire,29,"12/29/2023, 12:22:40 PM"
1483,"5,00",Pepe Jeans,M,Bon état,,"Saint-Romain-au-Mont-d’Or, France",Carte bancaire,41,"12/29/2023, 12:56:37 PM"
1484,"10,00",Levi's,W32 | FR 42,Bon état,Coton,"Sète, France",Carte bancaire,49,"12/29/2023, 2:24:14 PM"
1485,"5,00",Livergy,W32 | FR 42,Très bon état,,"Bégadan, France",Carte bancaire,8,"12/29/2023, 1:21:40 PM"
1486,"8,00",Zara,W34 | FR 44,Neuf sans étiquette,,"Rety, France",Carte bancaire,35,"12/27/2023, 5:48:17 PM"
1487,"5,00",Ross Carra,W26 | FR 36,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,4,"12/28/2023, 1:46:54 PM"
1488,"5,00",H&M,W23 | FR 32,Très bon état,,"Paris, France",Carte bancaire,12,"12/27/2023, 12:27:55 PM"
1489,"9,00",AARHON,W30 | FR 40,Neuf sans étiquette,,"Esternay, France",Carte bancaire,5,"12/29/2023, 1:50:51 PM"
1490,"5,00",Cargo,W32 | FR 42,Très bon état,,France,Carte bancaire,13,"12/27/2023, 9:08:49 PM"
1491,"5,00",SMOG,W36 | FR 46,Bon état,,"Le Mans, France",Carte bancaire,6,"12/28/2023, 8:43:05 PM"
1492,"5,00",Celio,W33 | FR 42,Très bon état,,"Sorgues, France",Carte bancaire,16,"12/26/2023, 4:57:37 PM"
1493,"5,00",Armand Thiery,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,6,"12/27/2023, 10:58:10 AM"
1494,"7,00",Siksilk,M,Très bon état,,France,Carte bancaire,13,"12/28/2023, 12:08:23 PM"
1495,"5,00",Jules,W26 | FR 36,Très bon état,Coton,"Saint-Aubin-lès-Elbeuf, France",Carte bancaire,1,"12/29/2023, 3:37:47 PM"
1496,"8,00",Zara,W32 | FR 42,Très bon état,,France,Carte bancaire,9,"12/29/2023, 7:53:19 PM"
1497,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,1,"12/29/2023, 4:51:19 PM"
1498,"5,00",Brave Soul,W30 | FR 40,Neuf avec étiquette,,"Châteauneuf-les-Martigues, France",Carte bancaire,14,"12/29/2023, 11:31:01 AM"
1499,"5,00",G-Star,W25 | FR 34,Bon état,,"Naintré, France",Carte bancaire,16,"12/29/2023, 4:42:45 PM"
1500,"5,00",Kaporal,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,1,"12/29/2023, 5:50:17 PM"
1501,"5,00",,W23 | FR 32,Très bon état,,France,Carte bancaire,1,"12/29/2023, 8:33:55 PM"
1502,"5,00",Pull & Bear,W26 | FR 36,Très bon état,,"Cabriès, France",Carte bancaire,204,"12/28/2023, 6:55:30 PM"
1503,"5,00",Bershka,M,Très bon état,,"Ozoir-la-Ferrière, France",Carte bancaire,24,"12/29/2023, 1:56:57 PM"
1504,"5,00",Lee,W32 | FR 42,Très bon état,Coton,"Aveizieux, France",Carte bancaire,48,"12/29/2023, 11:58:58 AM"
1505,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,8,"12/29/2023, 2:59:48 PM"
1506,"5,00",Celio,W36 | FR 46,Très bon état,,France,Carte bancaire,15,"12/29/2023, 10:27:02 AM"
1507,"6,00",,W34 | FR 44,Très bon état,,"Lamonzie-Saint-Martin, France",Carte bancaire,23,"12/28/2023, 5:49:40 PM"
1508,"5,00",Levi's,W29 | FR 38,Bon état,,"Surtainville, France",Carte bancaire,26,"12/29/2023, 2:52:14 PM"
1509,"5,00",Bonobo,W30 | FR 40,Neuf sans étiquette,,"Saint-Laure, France",Carte bancaire,18,"12/29/2023, 11:53:09 AM"
1510,"6,00",Pepe Jeans,W31 | FR 40,Très bon état,,France,Carte bancaire,59,"12/27/2023, 4:47:12 PM"
1511,"5,00",Jules,W30 | FR 40,Très bon état,,"Harnes, France",Carte bancaire,16,"12/29/2023, 8:41:06 AM"
1512,"5,00",Bizzbee,W29 | FR 38,Neuf sans étiquette,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:19:11 PM"
1513,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:08:58 PM"
1514,"6,00",Diesel,W32 | FR 42,Très bon état,,"Mantes-la-Ville, France",Carte bancaire,20,"12/29/2023, 6:45:32 PM"
1515,"7,00",Zara,W32 | FR 42,Neuf avec étiquette,,"Mulhouse, France",Carte bancaire,42,"12/29/2023, 6:48:16 PM"
1516,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,18,"12/29/2023, 3:47:13 PM"
1517,"6,00",Nike,M,Bon état,,"Saint-Jean-de-Védas, France",Carte bancaire,30,"12/29/2023, 7:22:10 PM"
1518,"5,00",Leeyo Jeans,W28 | FR 38,Très bon état,,"Buigny-Saint-Maclou, France",Carte bancaire,9,"12/29/2023, 12:51:07 PM"
1519,"5,00",C&A,W34 | FR 44,Très bon état,Coton,"Baume-les-Dames, France",Carte bancaire,8,"12/27/2023, 11:51:26 AM"
1520,"5,00",Celio,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,14,"12/28/2023, 1:33:00 PM"
1521,"5,00",Pull & Bear,W30 | FR 40,Très bon état,,"Paris, France",Carte bancaire,35,"12/29/2023, 3:32:51 PM"
1522,"5,00",Zara,W30 | FR 40,Très bon état,,France,Carte bancaire,141,"12/28/2023, 3:25:04 PM"
1523,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,2,"12/29/2023, 9:01:47 PM"
1524,"5,00",Bonobo,W28 | FR 38,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:06:12 PM"
1525,"9,00",The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,"Esternay, France",Carte bancaire,2,"12/29/2023, 1:53:56 PM"
1526,"5,00",Bonobo,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:24:32 PM"
1527,"5,00",Brave Soul,W28 | FR 38,Très bon état,,France,Carte bancaire,16,"12/25/2023, 5:51:23 PM"
